trip_id,arrival_time,departure_time,stop_id,stop_sequence
ste_fre_got_5,22:15:00,,gothenburg,2
ste_fre_got_6,,23:00:00,frederikshavn,1
ste_fre_got_6,02:15:00,,gothenburg,2
ste_got_kie_1,,19:30:00,gothenburg,1
ste_got_kie_1,09:00:00,,kiel,2
ste_kie_got_1,,18:45:00,kiel,1
ste_kie_got_1,09:15:00,,gothenburg,2
ste_tre_ros_1,,07:30:00,trelleborg,1
ste_tre_ros_1,13:00:00,,rostock,2
ste_tre_ros_2,,15:00:00,trelleborg,1
ste_tre_ros_2,20:30:00,,rostock,2
ste_tre_ros_3,,22:30:00,trelleborg,1
ste_tre_ros_3,04:00:00,,rostock,2
ste_ros_tre_1,,08:00:00,rostock,1
ste_ros_tre_1,13:30:00,,trelleborg,2
ste_ros_tre_2,,15:30:00,rostock,1
ste_ros_tre_2,21:00:00,,trelleborg,2
ste_ros_tre_3,,23:00:00,rostock,1
ste_ros_tre_3,04:30:00,,trelleborg,2
ste_kar_gdy_1,,10:00:00,karlskrona,1
ste_kar_gdy_1,20:30:00,,gdynia,2
ste_kar_gdy_2,,21:30:00,karlskrona,1
ste_kar_gdy_2,08:00:00,,gdynia,2
ste_gdy_kar_1,,09:00:00,gdynia,1
ste_gdy_kar_1,19:30:00,,karlskrona,2
ste_gdy_kar_2,,21:00:00,gdynia,1
ste_gdy_kar_2,07:30:00,,karlskrona,2
ste_nyn_ven_1,,10:00:00,nynashamn,1
ste_nyn_ven_1,18:30:00,,ventspils,2
ste_nyn_ven_2,,22:00:00,nynashamn,1
ste_nyn_ven_2,06:30:00,,ventspils,2
ste_ven_nyn_1,,11:00:00,ventspils,1
ste_ven_nyn_1,19:30:00,,nynashamn,2
ste_ven_nyn_2,,23:00:00,ventspils,1
ste_ven_nyn_2,07:30:00,,nynashamn,2
ste_tra_lie_1,,02:00:00,travemunde,1
ste_tra_lie_1,21:00:00,,liepaja,2
ste_lie_tra_1,,01:00:00,liepaja,1
ste_lie_tra_1,20:00:00,,travemunde,2
ste_vaa_ume_1,,09:00:00,vaasa,1
ste_vaa_ume_1,13:00:00,,umea,2
ste_vaa_ume_2,,18:00:00,vaasa,1
ste_vaa_ume_2,22:00:00,,umea,2
ste_ume_vaa_1,,10:00:00,umea,1
ste_ume_vaa_1,14:00:00,,vaasa,2
ste_ume_vaa_2,,19:00:00,umea,1
ste_ume_vaa_2,23:00:00,,vaasa,2
