trip_id,arrival_time,departure_time,stop_id,stop_sequence
ml_nor_esb_3,08:27:00,,esbjerg,2
ml_esb_nor_4,,09:30:00,esbjerg,1
ml_esb_nor_4,09:42:00,,nordby,2
ml_nor_esb_4,,09:45:00,nordby,1
ml_nor_esb_4,09:57:00,,esbjerg,2
ml_esb_nor_5,,11:00:00,esbjerg,1
ml_esb_nor_5,11:12:00,,nordby,2
ml_nor_esb_5,,11:15:00,nordby,1
ml_nor_esb_5,11:27:00,,esbjerg,2
ml_esb_nor_6,,12:30:00,esbjerg,1
ml_esb_nor_6,12:42:00,,nordby,2
ml_nor_esb_6,,12:45:00,nordby,1
ml_nor_esb_6,12:57:00,,esbjerg,2
ml_esb_nor_7,,14:00:00,esbjerg,1
ml_esb_nor_7,14:12:00,,nordby,2
ml_nor_esb_7,,14:15:00,nordby,1
ml_nor_esb_7,14:27:00,,esbjerg,2
ml_esb_nor_8,,15:30:00,esbjerg,1
ml_esb_nor_8,15:42:00,,nordby,2
ml_nor_esb_8,,15:45:00,nordby,1
ml_nor_esb_8,15:57:00,,esbjerg,2
ml_esb_nor_9,,17:00:00,esbjerg,1
ml_esb_nor_9,17:12:00,,nordby,2
ml_nor_esb_9,,17:15:00,nordby,1
ml_nor_esb_9,17:27:00,,esbjerg,2
ml_esb_nor_10,,18:30:00,esbjerg,1
ml_esb_nor_10,18:42:00,,nordby,2
ml_nor_esb_10,,18:45:00,nordby,1
ml_nor_esb_10,18:57:00,,esbjerg,2
ml_esb_nor_11,,20:00:00,esbjerg,1
ml_esb_nor_11,20:12:00,,nordby,2
ml_nor_esb_11,,20:15:00,nordby,1
ml_nor_esb_11,20:27:00,,esbjerg,2
ml_esb_nor_12,,22:00:00,esbjerg,1
ml_esb_nor_12,22:12:00,,nordby,2
ml_nor_esb_12,,22:15:00,nordby,1
ml_nor_esb_12,22:27:00,,esbjerg,2
